Mean,192.0007478
Standard Error,32.61766518
Median,65.252
Mode,77.88
Standard Deviation,380.3840731
Sample Variance,144692.0431
Kurtosis,26.15692643
Skewness,4.389855947
Range,3082.182
Minimum,1.248
Maximum,3083.43
Sum,26112.1017
Count,136
